#,MASTER_ACCOUNT,login_count_1M,login_count_2M,login_count_3M,login_count_6M
19075,159361,8,24,45,87
19076,159366,0,4,11,25
19077,159374,0,8,27,66
19078,159375,2,4,4,5
19079,159379,7,13,22,42
19080,159380,24,48,71,139
19081,159388,2,3,10,26
19082,159391,0,0,0,4
19083,159393,23,48,73,126
19084,159395,19,37,62,118
19085,159399,24,46,71,134
19086,159400,0,0,0,10
19087,159406,6,9,10,30
19088,159416,12,19,35,62
19089,159419,17,35,47,111
19090,159428,0,2,5,11
19091,159455,0,0,0,6
19092,159464,10,19,36,62
19093,159491,1,1,1,11
19094,159501,10,12,17,45
19095,159518,23,44,68,128
19096,159520,17,25,31,54
19097,159521,1,1,1,1
19098,159527,22,45,68,130
19099,159528,0,0,0,8
19100,159529,0,0,0,1
19101,159530,22,45,68,126
19102,159536,0,4,7,66
19103,159538,17,32,56,107
19104,159545,5,12,21,54
19105,159566,23,46,69,127
19106,159567,3,7,14,50
19107,159572,11,30,48,105
19108,159577,21,40,62,123
19109,159580,0,0,0,1
19110,159597,4,7,10,53
19111,159598,7,16,26,61
19112,159604,11,25,45,81
19113,159606,11,31,51,94
19114,159607,19,41,63,122
19115,159624,23,44,68,129
19116,159625,18,27,37,48
19117,159648,0,2,2,54
19118,159654,4,6,20,48
19119,159665,4,5,6,13
19120,159666,7,13,18,61
19121,159667,7,17,27,71
19122,159679,24,50,75,136
19123,159707,2,3,10,36
19124,159721,15,22,22,22
19125,159722,23,48,70,133
19126,159729,5,14,33,95
19127,159734,22,45,69,131
19128,159752,0,4,25,86
19129,159753,11,17,20,38
19130,159757,19,37,51,112
19131,159763,23,46,71,136
19132,159793,2,10,17,63
19133,159798,4,8,12,46
19134,159799,13,31,52,110
19135,159806,0,0,0,2
19136,159811,21,43,64,121
19137,159826,1,2,2,10
19138,159841,7,13,29,88
19139,159854,17,47,78,159
19140,159863,22,44,66,124
19141,159886,21,33,47,87
19142,159888,0,0,4,63
19143,159889,27,51,73,150
19144,159892,24,45,70,130
19145,159893,1,2,2,11
19146,159897,24,48,71,137
19147,159907,26,49,72,134
19148,159912,21,43,65,128
19149,159914,20,42,65,125
19150,159922,20,43,67,129
19151,159927,22,47,76,141
19152,159928,22,38,44,86
19153,159929,5,8,10,13
19154,159938,0,3,22,51
19155,159942,3,4,15,39
19156,159946,20,37,57,117
19157,159949,2,3,3,26
19158,159952,0,0,4,6
19159,159954,2,12,24,73
19160,159956,2,9,20,55
19161,159957,1,2,3,9
19162,159967,21,46,67,88
19163,159968,11,22,33,68
19164,159981,27,47,69,138
19165,159994,27,54,79,140
19166,160028,0,0,2,14
19167,160058,14,37,58,121
19168,160094,0,3,3,6
19169,160115,0,0,1,3
19170,160116,0,0,0,4
19171,160119,0,1,4,8
19172,160122,2,3,3,35
19173,160127,18,36,59,118
19174,160128,2,2,2,11
19175,160139,0,1,2,11
19176,160142,0,5,9,65
19177,160146,2,6,7,35
19178,160148,23,45,69,130
19179,160158,17,22,26,60
19180,160163,18,41,63,118
19181,160169,0,1,3,6
19182,160186,0,1,2,41
19183,160196,18,28,38,76
19184,160206,0,1,2,14
19185,160213,1,3,7,19
19186,160216,1,6,8,33
19187,160219,5,9,12,19
19188,160221,21,37,60,110
19189,160225,15,33,55,126
19190,160229,22,43,65,118
19191,160233,23,46,71,130
19192,160248,13,17,18,54
19193,160252,23,48,72,134
19194,160255,23,45,69,132
19195,160266,24,47,70,132
19196,160277,1,20,45,106
19197,160287,20,37,49,98
19198,160289,15,30,49,111
19199,160300,24,46,69,131
19200,160303,2,3,5,12
19201,160306,0,0,1,13
19202,160317,5,6,7,16
19203,160318,22,44,64,121
19204,160319,6,7,7,18
19205,160323,22,44,68,129
19206,160333,1,1,1,3
19207,160339,27,52,76,141
19208,160350,10,27,47,108
19209,160352,0,0,0,8
19210,160357,23,45,68,129
19211,160362,27,54,82,158
19212,160375,0,1,1,1
19213,160383,5,10,17,32
19214,160386,3,4,8,31
19215,160389,22,45,68,131
19216,160390,1,15,15,15
19217,160398,8,8,8,8
19218,160401,12,12,12,12
19219,160402,1,1,1,4
19220,160406,16,26,29,30
19221,160409,2,7,11,24
19222,160413,21,42,64,126
19223,160416,11,32,49,98
19224,160419,5,10,18,45
19225,160429,10,18,28,53
19226,160437,4,12,23,68
19227,160475,3,7,13,13
19228,160483,2,3,3,16
19229,160489,20,39,60,118
19230,160495,23,35,53,106
19231,160506,9,10,12,39
19232,160507,2,4,6,8
19233,160509,3,7,23,56
19234,160519,11,27,46,87
19235,160523,13,31,51,110
19236,160525,0,6,15,45
19237,160538,5,11,18,29
19238,160542,16,31,45,70
19239,160573,1,1,1,4
19240,160575,4,11,17,33
19241,160578,0,5,17,63
19242,160606,25,48,71,135
19243,160607,22,45,63,121
19244,160609,3,5,10,31
19245,160615,16,33,54,93
19246,160621,19,34,56,110
19247,160628,3,5,9,48
19248,160655,0,1,4,4
19249,160656,6,6,6,6
19250,160658,20,40,61,119
19251,160666,9,29,54,111
19252,160680,21,43,63,122
19253,160687,0,0,1,4
19254,160710,1,3,4,8
19255,160711,22,44,69,133
19256,160717,3,14,24,51
19257,160718,0,0,2,7
19258,160734,23,47,70,132
19259,160736,6,14,22,69
19260,160751,22,38,60,119
19261,160770,10,11,12,12
19262,160789,0,0,1,4
19263,160791,22,46,69,137
19264,160808,22,45,68,127
19265,160813,0,0,1,2
19266,160818,1,1,1,5
19267,160819,3,6,10,21
19268,160831,23,45,68,127
19269,160840,0,0,1,8
19270,160848,26,51,79,153
19271,160851,22,44,68,131
19272,160862,4,8,8,20
19273,160863,19,36,58,115
19274,160889,0,0,0,1
19275,160893,0,0,0,1
19276,160911,24,46,73,137
19277,160914,0,0,2,10
19278,160921,20,37,61,120
19279,160936,16,30,47,84
19280,160945,6,7,9,30
19281,160948,0,2,3,7
19282,160950,23,47,71,129
19283,160955,7,12,25,86
19284,160970,23,44,67,128
19285,160972,16,29,42,68
19286,160976,5,7,7,13
19287,161014,17,20,34,56
19288,161017,3,13,34,42
19289,161032,22,43,66,130
19290,161056,10,24,41,83
19291,161060,25,47,62,114
19292,161069,0,2,11,28
19293,161089,17,27,42,81
19294,161090,4,19,34,55
19295,161101,0,0,1,2
19296,161103,6,20,38,93
19297,161104,4,6,14,24
19298,161107,0,4,14,27
19299,161117,1,1,1,5
19300,161118,23,45,68,137
19301,161124,0,0,0,5
19302,161125,2,4,8,45
19303,161133,24,44,67,129
19304,161136,0,1,1,13
19305,161142,12,27,40,80
19306,161148,27,51,78,147
19307,161150,22,48,74,138
19308,161157,23,45,68,129
19309,161158,1,2,6,9
19310,161168,1,4,8,20
19311,161183,14,24,37,79
19312,161189,0,0,1,18
19313,161193,0,0,0,1
19314,161200,0,0,0,1
19315,161202,11,31,52,106
19316,161204,2,3,11,39
19317,161205,22,41,54,65
19318,161211,11,11,14,49
19319,161223,12,21,24,39
19320,161226,24,43,66,125
19321,161227,16,28,39,105
19322,161228,3,4,7,13
19323,161232,6,7,11,42
19324,161242,3,3,4,50
19325,161245,5,10,14,59
19326,161246,21,44,68,126
19327,161248,20,38,61,119
19328,161265,5,9,17,27
19329,161268,14,20,30,83
19330,161284,23,45,68,127
19331,161285,13,26,34,55
19332,161292,23,45,72,138
19333,161299,4,15,25,67
19334,161305,0,0,0,1
19335,161310,12,18,27,50
19336,161314,24,48,68,140
19337,161329,22,43,66,122
19338,161336,0,0,2,30
19339,161339,21,38,62,117
19340,161359,22,45,68,131
19341,161360,1,9,10,30
19342,161367,30,56,84,154
19343,161371,7,7,8,11
19344,161372,22,39,56,116
19345,161375,6,10,20,52
19346,161379,22,46,71,137
19347,161382,18,29,33,68
19348,161384,23,45,69,131
19349,161387,15,33,51,114
19350,161393,19,42,65,130
19351,161413,24,46,71,132
19352,161424,23,46,74,138
19353,161428,1,1,2,7
19354,161433,19,39,57,121
19355,161443,24,47,71,133
19356,161453,10,25,36,67
19357,161458,21,42,65,124
19358,161460,19,39,47,78
19359,161464,0,0,4,4
19360,161474,23,42,61,105
19361,161480,7,23,35,54
19362,161487,22,44,67,132
19363,161489,20,39,58,114
19364,161493,28,54,78,140
19365,161505,14,36,60,120
19366,161508,9,20,31,47
19367,161509,14,19,25,85
19368,161513,1,1,6,45
19369,161526,0,0,1,36
19370,161527,5,11,14,31
19371,161535,27,53,80,149
19372,161540,2,5,11,24
19373,161542,1,5,12,37
19374,161544,21,42,64,116
19375,161546,12,24,33,71
19376,161548,22,45,68,130
19377,161549,23,44,67,128
19378,161563,22,45,69,131
19379,161568,22,39,51,95
19380,161571,5,16,23,67
19381,161585,5,14,31,85
19382,161595,3,4,8,44
19383,161596,2,8,30,36
19384,161617,12,18,35,92
19385,161618,11,22,29,48
19386,161624,0,3,7,18
19387,161630,17,31,42,58
19388,161655,22,46,70,137
19389,161668,7,13,18,21
19390,161675,17,33,47,76
19391,161678,2,2,6,21
19392,161680,24,46,70,117
19393,161686,12,17,19,49
19394,161688,19,41,64,122
19395,161689,0,0,0,18
19396,161693,25,49,75,141
19397,161696,7,16,26,60
19398,161703,2,2,4,33
19399,161711,23,45,68,129
19400,161715,22,44,68,127
19401,161751,1,1,1,5
19402,161757,22,47,71,134
19403,161772,0,0,0,4
19404,161789,22,46,71,139
19405,161791,4,4,5,35
19406,161792,16,18,31,63
19407,161802,1,13,13,24
19408,161806,22,38,47,95
19409,161810,3,16,39,93
19410,161819,9,12,15,20
19411,161822,1,2,7,20
19412,161825,5,17,35,67
19413,161834,0,1,1,9
19414,161835,15,34,45,99
19415,161836,19,40,59,104
19416,161837,2,10,18,50
19417,161841,0,0,2,17
19418,161848,23,46,69,123
19419,161852,8,15,28,45
19420,161857,1,1,1,1
19421,161858,0,0,0,27
19422,161864,26,53,80,152
19423,161870,23,46,70,132
19424,161871,22,44,67,129
19425,161875,0,0,0,9
19426,161884,22,45,68,134
19427,161886,0,0,2,4
19428,161888,6,12,22,65
19429,161890,6,7,9,16
19430,161895,3,3,5,10
19431,161897,4,4,4,5
19432,161905,21,42,63,117
19433,161921,24,47,71,136
19434,161925,0,0,0,41
19435,161928,22,42,64,119
19436,161931,20,42,65,126
19437,161937,0,0,2,9
19438,161943,3,7,8,9
19439,161945,2,4,4,4
19440,161951,1,6,10,21
19441,161957,3,4,4,22
19442,161960,22,43,67,126
19443,161961,0,0,0,4
19444,161965,6,20,31,88
19445,161969,2,2,2,2
19446,161978,1,2,3,9
19447,161989,11,22,38,57
19448,161990,24,47,72,136
19449,161993,22,44,67,122
19450,161999,1,2,4,17
19451,162001,22,44,54,73
19452,162006,7,15,25,75
19453,162012,22,44,67,133
19454,162019,9,18,41,98
19455,162028,2,3,3,4
19456,162029,1,2,2,3
19457,162033,3,17,39,103
19458,162046,2,6,9,57
19459,162050,19,31,37,59
19460,162056,0,0,1,2
19461,162065,4,5,9,14
19462,162070,11,25,44,101
19463,162075,0,4,6,8
19464,162080,0,0,0,6
19465,162082,6,12,16,39
19466,162086,21,31,35,62
19467,162090,0,2,2,16
19468,162091,22,44,67,131
19469,162093,2,4,9,43
19470,162096,0,0,0,1
19471,162103,21,38,54,104
19472,162112,2,5,17,23
19473,162113,22,44,54,78
19474,162117,10,19,35,81
19475,162118,6,15,32,80
19476,162125,21,42,63,117
19477,162126,12,28,47,88
19478,162138,13,33,55,100
19479,162146,7,15,29,86
19480,162154,0,0,0,7
19481,162160,3,14,27,51
19482,162167,23,47,74,145
19483,162168,25,48,71,131
19484,162176,0,0,0,6
19485,162177,5,6,7,26
19486,162182,2,3,22,30
19487,162184,20,41,60,108
19488,162199,15,28,48,89
19489,162205,29,51,78,139
19490,162210,24,47,70,130
19491,162216,23,47,73,140
19492,162229,13,31,54,104
19493,162243,24,48,73,146
19494,162249,20,40,61,125
19495,162253,25,48,70,121
19496,162255,22,42,65,120
19497,162263,4,6,7,56
19498,162264,0,0,0,1
19499,162265,25,40,52,109
19500,162268,0,2,8,16
19501,162269,13,25,38,73
19502,162270,1,3,5,16
19503,162287,28,57,83,153
19504,162298,10,17,22,23
19505,162304,8,22,41,96
19506,162305,0,0,1,24
19507,162309,2,3,4,12
19508,162312,1,8,22,56
19509,162318,25,47,70,132
19510,162324,4,4,7,19
19511,162333,22,44,68,132
19512,162343,0,1,1,4
19513,162348,3,3,7,53
19514,162351,31,61,92,174
19515,162352,9,20,29,40
19516,162356,0,5,12,28
19517,162364,1,15,38,52
19518,162368,27,54,81,155
19519,162369,9,21,40,79
19520,162379,24,39,59,113
19521,162383,7,11,19,40
19522,162386,0,1,1,3
19523,162389,17,36,54,106
19524,162392,24,51,79,107
19525,162397,29,57,83,158
19526,162403,3,10,19,60
19527,162413,0,0,2,12
19528,162418,0,4,8,18
19529,162428,24,39,56,105
19530,162429,2,4,6,17
19531,162430,20,42,65,126
19532,162432,8,13,18,21
19533,162435,10,16,29,68
19534,162456,22,44,67,126
19535,162472,0,0,7,65
19536,162482,23,47,72,147
19537,162490,2,3,4,8
19538,162493,24,47,71,133
19539,162495,9,16,32,73
19540,162497,12,27,45,82
19541,162504,21,44,68,130
19542,162520,24,46,74,139
19543,162521,0,0,0,3
19544,162530,2,9,17,42
19545,162531,22,44,67,123
19546,162541,23,45,68,128
19547,162546,4,5,20,54
19548,162549,22,46,70,130
19549,162561,7,14,19,46
19550,162563,1,3,4,14
19551,162568,20,40,62,121
19552,162572,2,3,6,29
19553,162574,2,5,7,13
19554,162580,1,1,2,14
19555,162581,0,0,6,45
19556,162584,20,43,70,135
19557,162598,17,37,61,122
19558,162599,18,38,38,40
19559,162603,22,44,69,131
19560,162604,2,2,2,2
19561,162611,10,24,35,66
19562,162617,19,33,50,85
19563,162624,0,3,3,21
19564,162625,0,0,0,26
19565,162627,14,33,57,95
19566,162628,0,0,0,14
19567,162629,18,33,54,111
19568,162638,18,36,41,88
19569,162645,23,45,69,129
19570,162647,6,15,22,27
19571,162662,8,19,28,73
19572,162664,17,34,59,120
19573,162686,2,7,29,66
19574,162688,15,30,50,105
19575,162693,19,27,43,96
19576,162699,1,1,1,1
19577,162701,2,2,4,15
19578,162708,21,34,50,99
19579,162723,5,7,8,44
19580,162730,0,0,0,2
19581,162735,22,44,67,127
19582,162736,14,31,56,117
19583,162749,9,20,29,76
19584,162758,0,0,0,8
19585,162765,11,16,27,45
19586,162782,0,0,0,17
19587,162790,19,35,51,99
19588,162802,3,5,9,13
19589,162807,16,29,44,88
19590,162809,22,44,70,116
19591,162819,16,28,57,94
19592,162822,1,1,1,1
19593,162828,17,32,42,88
19594,162829,22,44,67,126
19595,162834,4,7,14,61
19596,162837,0,2,4,8
19597,162840,25,44,68,135
19598,162841,0,0,1,14
19599,162842,18,40,63,121
19600,162843,18,38,62,121
19601,162855,22,37,50,91
19602,162862,1,4,10,26
19603,162864,2,12,29,81
19604,162865,0,0,1,1
19605,162866,13,16,32,75
19606,162875,22,43,66,128
19607,162883,0,0,0,13
19608,162890,0,0,0,2
19609,162891,24,42,58,114
19610,162916,17,28,34,52
19611,162921,2,12,20,62
19612,162925,20,44,67,116
19613,162931,22,44,66,110
19614,162933,21,44,68,137
19615,162943,0,0,0,17
19616,162945,10,23,34,64
19617,162948,2,3,5,14
19618,162965,22,45,69,126
19619,162967,24,39,54,97
19620,162969,22,47,70,133
19621,162971,13,27,42,85
19622,162975,16,31,40,54
19623,162978,5,17,26,68
19624,162984,7,16,33,53
19625,162985,8,19,37,91
19626,162986,23,46,70,131
19627,162987,23,27,30,34
19628,162989,5,8,13,15
19629,162990,21,43,59,77
19630,162992,4,12,22,50
19631,162998,15,34,52,110
19632,163002,24,45,68,127
19633,163005,8,14,28,52
19634,163012,13,32,54,85
19635,163014,0,0,0,13
19636,163017,16,25,43,91
19637,163022,23,45,68,130
19638,163037,3,3,7,10
19639,163038,22,47,75,145
19640,163041,4,10,19,38
19641,163046,5,13,23,47
19642,163048,6,11,27,72
19643,163056,14,17,25,70
19644,163058,22,45,68,130
19645,163063,25,48,72,142
19646,163079,23,47,71,115
19647,163083,22,44,69,129
19648,163088,2,4,9,27
19649,163090,0,0,0,18
19650,163108,23,46,71,134
19651,163112,12,21,41,80
19652,163113,0,0,1,3
19653,163132,22,49,75,137
19654,163134,12,24,47,91
19655,163144,27,49,75,142
19656,163146,22,44,67,129
19657,163151,21,39,63,117
19658,163155,25,47,71,132
19659,163156,18,32,50,108
19660,163158,0,0,2,2
19661,163163,7,9,21,64
19662,163166,23,45,67,124
19663,163167,0,0,1,17
19664,163168,17,32,46,95
19665,163190,23,34,60,127
19666,163191,0,0,2,28
19667,163195,0,0,0,7
19668,163196,8,21,38,101
19669,163197,16,38,62,118
19670,163228,21,42,66,123
19671,163229,22,44,67,125
19672,163231,5,15,26,57
19673,163241,1,6,17,45
19674,163243,22,42,55,103
19675,163254,2,5,5,35
19676,163255,23,47,69,129
19677,163268,4,6,22,63
19678,163269,23,47,72,134
19679,163286,11,14,16,24
19680,163310,6,10,14,35
19681,163313,28,52,77,146
19682,163317,23,44,63,120
19683,163320,24,46,70,131
19684,163325,24,47,71,147
19685,163329,22,44,67,131
19686,163336,0,5,5,6
19687,163338,5,11,14,33
19688,163355,0,0,12,70
19689,163359,1,1,2,12
19690,163380,27,55,83,150
19691,163388,18,40,62,119
19692,163394,0,0,0,3
19693,163418,22,44,69,128
19694,163421,0,2,2,3
19695,163422,23,45,70,136
19696,163424,6,14,19,36
19697,163438,10,28,31,36
19698,163445,16,26,46,76
19699,163452,19,35,53,116
19700,163456,1,1,1,8
19701,163459,0,0,0,2
19702,163468,23,45,69,128
19703,163470,22,43,66,128
19704,163472,0,1,2,29
19705,163477,17,33,39,72
19706,163510,26,46,75,144
19707,163523,2,4,11,32
19708,163529,1,5,13,53
19709,163535,7,17,21,53
19710,163539,22,36,58,115
19711,163543,23,44,69,126
19712,163545,19,36,54,106
19713,163546,1,4,8,35
19714,163566,0,3,7,19
19715,163568,20,42,66,120
19716,163579,11,32,55,112
19717,163582,1,12,28,59
19718,163585,24,47,70,132
19719,163592,0,0,2,37
19720,163598,6,11,29,46
19721,163610,0,3,10,24
19722,163616,15,34,50,105
19723,163617,27,53,76,139
19724,163641,22,30,32,57
19725,163645,21,45,67,121
19726,163658,2,5,6,22
19727,163659,3,7,14,23
19728,163662,1,4,8,25
19729,163668,1,1,2,29
19730,163669,23,42,65,123
19731,163675,0,4,22,75
19732,163683,22,44,67,123
19733,163684,11,25,43,83
19734,163686,6,9,23,72
19735,163697,20,42,63,119
19736,163702,22,45,69,129
19737,163716,25,50,76,141
19738,163723,4,14,34,83
19739,163733,14,28,42,85
19740,163746,0,1,13,74
19741,163750,24,44,68,129
19742,163755,1,3,3,5
19743,163757,18,32,50,101
19744,163758,25,49,71,132
19745,163759,7,23,35,55
19746,163763,1,1,8,18
19747,163764,0,0,7,33
19748,163768,26,48,71,133
19749,163773,24,46,70,137
19750,163775,2,4,6,10
19751,163779,16,28,41,84
19752,163787,24,46,70,131
19753,163801,0,0,0,15
19754,163810,25,48,72,132
19755,163812,0,0,0,2
19756,163818,0,0,0,2
19757,163825,5,7,13,19
19758,163829,23,46,69,123
19759,163831,13,31,34,54
19760,163846,2,3,3,7
19761,163857,1,1,2,20
19762,163858,1,1,2,10
19763,163863,4,5,8,24
19764,163866,7,12,19,26
19765,163872,17,31,48,103
19766,163873,23,45,68,119
19767,163878,2,6,15,27
19768,163879,5,14,23,27
19769,163885,22,44,67,126
19770,163892,25,47,67,127
19771,163893,4,9,22,57
19772,163894,15,24,46,99
19773,163898,17,38,59,118
19774,163900,22,42,65,123
19775,163904,26,50,72,140
19776,163905,22,44,67,127
19777,163934,20,32,38,71
19778,163936,8,22,44,90
19779,163949,0,1,2,15
19780,163951,0,1,1,1
19781,163955,26,50,73,134
19782,163956,20,39,60,78
19783,163960,0,0,0,1
19784,163964,1,5,16,66
19785,163966,22,43,66,125
19786,163967,22,45,68,126
19787,163976,21,44,65,96
19788,163978,22,46,69,133
19789,163979,2,3,5,15
19790,163980,0,0,0,1
19791,163981,0,0,1,3
19792,163983,24,47,71,130
19793,163984,1,2,6,38
19794,163995,22,37,37,39
19795,163996,19,40,64,120
19796,163998,0,0,1,7
19797,164013,20,27,41,85
19798,164016,1,1,2,5
19799,164019,24,44,71,139
19800,164027,0,0,0,6
19801,164029,23,46,72,134
19802,164038,31,59,82,82
19803,164046,2,4,19,68
19804,164048,22,47,73,137
19805,164059,17,29,46,94
19806,164066,6,12,17,48
19807,164068,0,0,1,11
19808,164089,3,7,10,31
19809,164090,23,45,68,128
19810,164103,1,1,5,6
19811,164107,0,3,12,42
19812,164116,7,17,36,75
19813,164131,12,33,58,103
19814,164132,21,41,62,121
19815,164149,19,31,47,94
19816,164162,0,3,7,35
19817,164163,18,33,51,97
19818,164167,0,4,4,22
19819,164171,17,39,62,130
19820,164176,8,22,39,96
19821,164180,22,45,68,131
19822,164182,7,16,26,66
19823,164183,9,19,33,69
19824,164188,27,55,81,159
19825,164211,0,0,1,9
19826,164214,8,14,18,36
19827,164223,24,36,45,84
19828,164229,17,39,62,122
19829,164238,3,7,10,15
19830,164244,1,1,1,1
19831,164255,1,6,6,19
19832,164266,23,45,68,129
19833,164267,22,44,67,127
19834,164281,24,48,72,135
19835,164292,23,48,74,141
19836,164297,22,45,68,128
19837,164312,19,36,50,88
19838,164319,12,17,27,33
19839,164321,1,2,3,16
19840,164327,7,22,32,43
19841,164328,22,44,67,129
19842,164329,4,12,19,33
19843,164336,3,9,17,42
19844,164345,23,45,68,129
19845,164352,24,47,67,132
19846,164355,1,1,1,4
19847,164359,12,27,54,92
19848,164363,29,54,79,147
19849,164370,4,9,11,30
19850,164371,12,19,23,59
19851,164379,22,44,66,124
19852,164393,20,43,66,115
19853,164406,15,31,48,101
19854,164417,1,2,5,7
19855,164427,7,22,25,59
19856,164428,8,12,17,62
19857,164429,18,38,47,95
19858,164430,6,14,28,55
19859,164432,14,32,51,93
19860,164436,2,6,12,26
19861,164437,26,54,85,154
19862,164460,26,47,66,132
19863,164480,5,6,14,48
19864,164490,2,3,4,15
19865,164493,22,37,61,127
19866,164501,22,45,68,127
19867,164518,23,43,45,47
19868,164521,23,47,72,114
19869,164522,21,43,64,120
19870,164523,0,0,0,7
19871,164532,27,54,80,149
19872,164538,13,15,17,33
19873,164540,23,45,67,131
19874,164552,19,41,65,121
19875,164555,4,14,19,28
19876,164573,0,0,1,2
19877,164579,23,46,70,132
19878,164581,2,5,6,33
19879,164583,5,9,11,17
19880,164592,0,0,1,18
19881,164610,2,8,23,88
19882,164620,22,42,61,121
19883,164623,4,7,19,50
19884,164625,0,0,0,2
19885,164626,0,0,3,10
19886,164629,0,0,4,10
19887,164632,6,14,37,98
19888,164636,0,3,8,19
19889,164637,1,3,5,14
19890,164638,3,7,13,38
19891,164647,3,7,13,15
19892,164658,23,46,68,127
19893,164662,0,0,1,5
19894,164674,0,0,0,2
19895,164683,27,55,82,149
19896,164691,0,0,0,1
19897,164706,4,6,7,15
19898,164709,22,44,67,128
19899,164710,20,40,60,66
19900,164714,25,49,72,143
19901,164716,15,26,34,56
19902,164720,2,5,9,31
19903,164728,16,32,56,114
19904,164730,3,6,13,23
19905,164731,22,47,70,130
19906,164737,6,24,47,110
19907,164738,0,0,0,2
19908,164741,0,0,0,5
19909,164743,0,10,27,75
19910,164745,14,29,45,109
19911,164750,5,24,46,94
19912,164752,17,30,41,76
19913,164759,22,45,69,131
19914,164765,3,3,3,9
19915,164782,26,51,75,136
19916,164784,23,45,68,136
19917,164795,1,1,1,1
19918,164798,2,2,2,2
19919,164805,22,40,61,120
19920,164811,26,49,75,137
19921,164819,4,19,35,86
19922,164820,0,3,6,11
19923,164821,0,1,1,3
19924,164823,23,50,76,149
19925,164826,0,1,1,2
19926,164832,22,44,72,137
19927,164834,1,1,1,1
19928,164837,24,48,71,131
19929,164852,23,46,55,55
19930,164856,7,22,39,103
19931,164864,6,10,26,61
19932,164865,1,1,1,2
19933,164869,27,50,69,134
19934,164884,0,0,0,1
19935,164885,0,1,1,1
19936,164896,0,0,0,2
19937,164913,3,7,15,53
19938,164915,20,43,68,132
19939,164922,0,0,0,2
19940,164938,1,4,10,35
19941,164940,22,44,67,126
19942,164948,9,11,23,53
19943,164952,0,0,1,43
19944,164955,23,34,44,87
19945,164958,0,2,2,8
19946,164964,13,21,32,71
19947,164976,0,0,2,3
19948,164986,13,26,34,71
19949,164988,23,46,70,77
19950,164989,22,44,68,133
19951,165026,0,0,0,11
19952,165039,1,11,11,27
19953,165058,5,12,26,60
19954,165069,23,38,49,81
19955,165072,7,22,41,70
19956,165078,3,7,9,17
19957,165082,20,45,69,131
19958,165091,23,45,68,130
19959,165107,20,29,32,43
19960,165109,1,2,8,14
19961,165120,1,6,14,44
19962,165124,21,43,66,120
19963,165129,24,47,72,135
19964,165130,11,17,40,87
19965,165142,1,1,1,27
19966,165154,22,47,71,137
19967,165155,16,21,39,70
19968,165159,9,14,17,63
19969,165161,1,3,3,14
19970,165177,22,44,67,117
19971,165181,2,3,6,14
19972,165184,0,0,0,1
19973,165186,23,45,68,127
19974,165196,5,16,16,31
19975,165199,0,0,0,5
19976,165202,2,5,12,26
19977,165210,5,10,19,50
19978,165214,4,14,18,31
19979,165224,23,47,70,131
19980,165225,1,4,9,39
19981,165231,3,10,14,14
19982,165236,24,48,73,115
19983,165238,18,38,58,80
19984,165242,20,33,45,70
19985,165248,22,44,67,126
19986,165249,3,3,3,3
19987,165250,0,0,0,4
19988,165261,31,61,92,172
19989,165265,6,13,25,67
19990,165268,26,53,80,158
19991,165271,15,28,44,81
19992,165282,18,40,63,125
19993,165285,0,0,8,16
19994,165292,24,48,73,138
19995,165298,0,0,2,2
19996,165304,0,0,1,4
19997,165312,21,44,67,96
19998,165314,22,44,67,120
19999,165324,7,10,19,46
20000,165328,4,14,20,40
20001,165333,31,60,91,169
20002,165340,7,9,16,52
20003,165349,6,12,29,76
20004,165350,25,47,73,138
20005,165356,20,35,58,108
20006,165358,29,58,86,161
20007,165372,21,43,65,125
20008,165376,0,1,2,7
20009,165377,3,15,31,61
20010,165378,26,47,62,100
20011,165379,30,55,81,156
20012,165389,12,19,26,77
20013,165405,25,49,75,146
20014,165406,1,3,7,13
20015,165418,1,3,4,7
20016,165419,27,50,77,143
20017,165424,2,12,14,31
20018,165426,0,1,2,7
20019,165428,5,12,12,21
20020,165431,7,14,25,43
20021,165432,10,26,48,107
20022,165433,1,9,12,15
20023,165446,27,52,79,151
20024,165453,3,8,27,72
20025,165457,21,46,67,149
20026,165468,22,44,66,121
20027,165478,22,45,68,125
20028,165479,11,22,25,47
20029,165480,26,45,55,94
20030,165486,0,0,0,1
20031,165488,1,1,2,5
20032,165490,23,48,71,134
20033,165493,25,50,77,151
20034,165507,1,3,7,24
20035,165518,25,50,78,147
20036,165523,21,36,57,112
20037,165526,0,1,1,6
20038,165528,23,46,70,134
20039,165535,23,46,70,129
20040,165536,25,51,77,107
20041,165542,6,14,18,52
20042,165543,0,0,2,21
20043,165560,22,44,66,123
20044,165561,5,6,8,10
20045,165567,0,0,0,23
20046,165568,9,12,14,31
20047,165599,0,0,0,1
20048,165600,24,40,58,121
20049,165607,2,3,4,11
20050,165610,21,43,68,136
20051,165625,22,40,61,111
20052,165636,9,17,31,73
20053,165638,12,19,39,95
20054,165645,20,39,58,111
20055,165647,7,17,20,29
20056,165661,6,13,28,74
20057,165663,0,0,0,1
20058,165666,1,1,2,14
20059,165668,24,46,69,128
20060,165669,8,8,9,12
20061,165673,17,24,40,86
20062,165675,11,15,24,48
20063,165676,12,35,59,122
20064,165683,7,18,27,59
20065,165690,2,2,4,10
20066,165694,1,1,1,2
20067,165696,0,2,4,8
20068,165700,13,18,25,67
20069,165705,0,0,0,9
20070,165707,3,10,25,47
